row_id,story_id,claim_id,chunk_id,similarity,evaluation,confidence,start_pos,end_pos
75,In Search of the Castaways,eeb07f081eb9,In Search of the Castaways_chunk_224,0.48050595653592176,SUPPORTS,0.39545454545454545,784000,788000
75,In Search of the Castaways,eeb07f081eb9,In Search of the Castaways_chunk_176,0.4749220382988121,SUPPORTS,0.39545454545454545,616000,620000
75,In Search of the Castaways,eeb07f081eb9,The Count of Monte Cristo_chunk_126,0.46965517965111914,SUPPORTS,0.39545454545454545,441000,445000
75,In Search of the Castaways,eeb07f081eb9,In Search of the Castaways_chunk_107,0.467830850743719,SUPPORTS,0.39545454545454545,374500,378500
75,In Search of the Castaways,eeb07f081eb9,In Search of the Castaways_chunk_180,0.4614704381601442,SUPPORTS,0.39545454545454545,630000,634000
75,In Search of the Castaways,b982312f5032,In Search of the Castaways_chunk_208,0.4661602487907336,SUPPORTS,0.4214285714285714,728000,732000
75,In Search of the Castaways,b982312f5032,The Count of Monte Cristo_chunk_134,0.41565777807656956,SUPPORTS,0.35,469000,473000
75,In Search of the Castaways,b982312f5032,In Search of the Castaways_chunk_226,0.41100326535463116,SUPPORTS,0.4214285714285714,791000,795000
75,In Search of the Castaways,b982312f5032,The Count of Monte Cristo_chunk_300,0.4094803670574425,SUPPORTS,0.35,1050000,1054000
75,In Search of the Castaways,b982312f5032,The Count of Monte Cristo_chunk_420,0.39363698898233423,SUPPORTS,0.4214285714285714,1470000,1474000
