row_id,story_id,claim_id,chunk_id,similarity,evaluation,confidence,start_pos,end_pos
78,In Search of the Castaways,e048d10f6fca,In Search of the Castaways_chunk_14,0.38141946214064437,SUPPORTS,0.35,49000,53000
78,In Search of the Castaways,e048d10f6fca,The Count of Monte Cristo_chunk_385,0.36800401146466777,CONTRADICTS,0.5333333333333333,1347500,1351500
78,In Search of the Castaways,e048d10f6fca,In Search of the Castaways_chunk_227,0.35908446565853347,SUPPORTS,0.39166666666666666,794500,798500
78,In Search of the Castaways,e048d10f6fca,In Search of the Castaways_chunk_112,0.3549326769438128,SUPPORTS,0.39166666666666666,392000,396000
78,In Search of the Castaways,e048d10f6fca,In Search of the Castaways_chunk_12,0.3317986873312757,SUPPORTS,0.39166666666666666,42000,46000
78,In Search of the Castaways,97f75e9c8f1a,The Count of Monte Cristo_chunk_304,0.45816506502271903,CONTRADICTS,0.4954545454545455,1064000,1068000
78,In Search of the Castaways,97f75e9c8f1a,The Count of Monte Cristo_chunk_305,0.4450726304407031,CONTRADICTS,0.5181818181818182,1067500,1071500
78,In Search of the Castaways,97f75e9c8f1a,The Count of Monte Cristo_chunk_177,0.443217310322218,CONTRADICTS,0.4954545454545455,619500,623500
78,In Search of the Castaways,97f75e9c8f1a,The Count of Monte Cristo_chunk_567,0.4380175481694979,SUPPORTS,0.3727272727272727,1984500,1988500
78,In Search of the Castaways,97f75e9c8f1a,The Count of Monte Cristo_chunk_457,0.4343572643713878,SUPPORTS,0.3727272727272727,1599500,1603500
