row_id,story_id,claim_id,chunk_id,similarity,evaluation,confidence,start_pos,end_pos
46,In Search of the Castaways,f18233130580,In Search of the Castaways_chunk_53,0.5434054787092417,SUPPORTS,0.4026315789473684,185500,189500
46,In Search of the Castaways,f18233130580,In Search of the Castaways_chunk_50,0.5403277194581164,SUPPORTS,0.37631578947368416,175000,179000
46,In Search of the Castaways,f18233130580,In Search of the Castaways_chunk_60,0.4915046951804777,CONTRADICTS,0.5026315789473684,210000,214000
46,In Search of the Castaways,f18233130580,In Search of the Castaways_chunk_92,0.48194096337868797,SUPPORTS,0.37631578947368416,322000,326000
46,In Search of the Castaways,f18233130580,In Search of the Castaways_chunk_51,0.47915149522230804,CONTRADICTS,0.5026315789473684,178500,182500
46,In Search of the Castaways,020459b132a0,In Search of the Castaways_chunk_50,0.37811700745889254,SUPPORTS,0.39545454545454545,175000,179000
46,In Search of the Castaways,020459b132a0,In Search of the Castaways_chunk_45,0.37367623991434873,SUPPORTS,0.39545454545454545,157500,161500
46,In Search of the Castaways,020459b132a0,In Search of the Castaways_chunk_70,0.36870046447039895,SUPPORTS,0.39545454545454545,245000,249000
46,In Search of the Castaways,020459b132a0,In Search of the Castaways_chunk_59,0.3615910981737456,SUPPORTS,0.39545454545454545,206500,210500
46,In Search of the Castaways,020459b132a0,In Search of the Castaways_chunk_116,0.35748463415982323,SUPPORTS,0.39545454545454545,406000,410000
